locus_tag,log2FoldChange,start,end,gene_length,padj,COG_category,Preferred_name,PFAMs
OOFNCCCI_04820,-0.086187748,5919594,5920862,1268,0.824513297,M,gmhA,"Glyco_transf_4,Glyco_transf_5,Glycos_transf_1"
OOFNCCCI_04821,-0.07917093,5920877,5922919,2042,0.801580742,G,NA,"GDE_C,GDE_N"
OOFNCCCI_04822,-0.414362592,5923478,5925553,2075,0.217812408,E,dcp,Peptidase_M3
OOFNCCCI_04823,-2.220003158,5925639,5926073,434,0.0839589,F,comEB,dCMP_cyt_deam_1
OOFNCCCI_04824,-0.656224466,5926086,5927807,1721,0.011952102,M,ctp,"PDZ_2,Peptidase_S41"
OOFNCCCI_04825,-1.37201593,5927824,5928285,461,0.509420998,H,fthC,5-FTHF_cyc-lig
OOFNCCCI_04827,-0.443636493,5928565,5929218,653,0.546861138,L,recF,SMC_N
OOFNCCCI_04828,-0.12711935,5929254,5929667,413,0.900686216,L,recF,SMC_N
OOFNCCCI_04829,-0.362016769,5929806,5930489,683,0.346423294,S,NA,"TPR_12,TPR_16,TPR_2,TPR_6,TPR_7,TPR_8"
OOFNCCCI_04830,-0.931654052,5930565,5931047,482,0.216245883,H,ribH,DMRL_synthase
OOFNCCCI_04832,0.09783423,5931212,5931285,73,0.984376876,NA,NA,NA
OOFNCCCI_04833,0.060875499,5931721,5932188,467,0.90126963,K,NA,HTH_18
OOFNCCCI_04834,-0.199966391,5932436,5932990,554,0.567253167,K,NA,"Cupin_2,HTH_19,HTH_3,HTH_31"
OOFNCCCI_04835,-1.030877469,5933071,5934726,1655,0.000536344,I,acsA,"AMP-binding,AMP-binding_C"
OOFNCCCI_04836,-1.095306221,5934741,5935826,1085,0.003387668,E,proB,"AA_kinase,PUA"
OOFNCCCI_04837,-0.591714008,5935961,5937208,1247,0.055864541,E,proA,Aldedh
OOFNCCCI_04838,-0.626538901,5937288,5938241,953,0.022362669,E,argF,"OTCace,OTCace_N"
OOFNCCCI_04839,-0.223129108,5938435,5939433,998,0.546861138,H,apbE,ApbE
OOFNCCCI_04840,-0.773683416,5939533,5940822,1289,0.011310783,C,ndh,Pyr_redox_2
OOFNCCCI_04841,-0.343444781,5940860,5942917,2057,0.220853478,P,NA,OMP_b-brl_3
OOFNCCCI_04842,0.117566055,5942993,5943217,224,0.963723087,NA,NA,NA
OOFNCCCI_04843,-0.384107679,5943376,5945040,1664,0.118089489,I,NA,AMP-binding
OOFNCCCI_04844,-0.626426343,5945150,5946307,1157,0.015965982,S,NA,DUF5128
OOFNCCCI_04845,0.475177873,5946485,5947168,683,0.446921652,NA,NA,NA
OOFNCCCI_04846,-0.465809108,5947355,5948704,1349,0.120079653,J,yqeV,"Radical_SAM,UPF0004"
OOFNCCCI_04847,-0.295059387,5948706,5949587,881,0.677998406,M,waaM,Lip_A_acyltrans
OOFNCCCI_04848,-1.354730633,5949645,5950697,1052,3.13E-06,S,NA,Glycos_transf_2
OOFNCCCI_04849,-0.339047684,5950920,5951609,689,0.503721962,S,NA,HAD_2
OOFNCCCI_04850,-0.612016898,5951609,5952253,644,0.148673554,U,NA,MarC
OOFNCCCI_04851,-0.941911006,5952425,5953666,1241,0.000484804,S,NA,"N-glycanase_C,N-glycanase_N"
OOFNCCCI_04852,-0.787878431,5953673,5955109,1436,0.002283769,C,NA,"Fe_hyd_lg_C,Fer4"
OOFNCCCI_04853,-1.781739737,5955166,5955528,362,0.227521425,H,folB,FolB
OOFNCCCI_04854,0.356900466,5955617,5955997,380,0.890238713,M,NA,Bactofilin
OOFNCCCI_04855,-0.737263836,5956031,5958724,2693,0.000340699,G,malQ,"CBM_20,Glyco_hydro_77"
OOFNCCCI_04856,-0.838494662,5958812,5961355,2543,0.002111548,F,nrd,"Ribonuc_red_lgC,Ribonuc_red_lgN"
OOFNCCCI_04857,-0.181296558,5961610,5963007,1397,0.545150347,L,dnaA,"Bac_DnaA,Bac_DnaA_C,DnaA_N"
OOFNCCCI_04858,0.026091682,5963375,5964259,884,0.942609862,Q,NA,MlaD
OOFNCCCI_04859,-0.123259328,5964284,5965522,1238,0.73011293,M,amiA,Amidase_3
OOFNCCCI_04860,-0.184589938,5965731,5966174,443,0.793699705,J,rplI,"Ribosomal_L9_C,Ribosomal_L9_N"
OOFNCCCI_04861,-4.655102428,5966196,5966465,269,NA,J,rpsR,Ribosomal_S18
OOFNCCCI_04862,-1.136287605,5966468,5966821,353,0.666974351,J,rpsF,Ribosomal_S6
OOFNCCCI_04863,-0.628263344,5966942,5968450,1508,0.00424657,P,NA,"DUF4976,Sulfatase"
OOFNCCCI_04864,-0.634403153,5968696,5969916,1220,0.00207905,S,NA,Phosphodiest
OOFNCCCI_04865,-1.066515385,5970296,5971303,1007,9.74E-09,I,NA,Hydrolase_4
OOFNCCCI_04866,-0.692794827,5971304,5972689,1385,0.006462976,NA,NA,NA
OOFNCCCI_04867,-1.047186156,5972831,5974318,1487,3.99E-07,S,NA,Caps_assemb_Wzi
OOFNCCCI_04868,-0.40473768,5974321,5975109,788,0.512190606,I,plsC,Acyltransferase
OOFNCCCI_04869,0.748782367,5975198,5975368,170,0.864383293,NA,NA,NA
OOFNCCCI_04870,-0.000390967,5975449,5975766,317,0.998893233,T,NA,DUF3467
OOFNCCCI_04871,-0.534367516,5976152,5977015,863,0.062963697,S,NA,Exo_endo_phos
OOFNCCCI_04873,0.575805487,5977608,5978561,953,0.744079809,L,NA,"DEDD_Tnp_IS110,Transposase_20"
OOFNCCCI_04874,-0.429289669,5978789,5983081,4292,0.056602803,K,rpoC,"RNA_pol_Rpb1_1,RNA_pol_Rpb1_2,RNA_pol_Rpb1_3,RNA_pol_Rpb1_4,RNA_pol_Rpb1_5"
OOFNCCCI_04875,-0.419908599,5983156,5986968,3812,0.102788963,K,rpoB,"RNA_pol_Rpb2_1,RNA_pol_Rpb2_2,RNA_pol_Rpb2_3,RNA_pol_Rpb2_45,RNA_pol_Rpb2_6,RNA_pol_Rpb2_7"
OOFNCCCI_04876,-0.587553124,5987076,5987453,377,0.541837725,J,rplL,"Ribosomal_L12,Ribosomal_L12_N"
OOFNCCCI_04877,0.433648215,5987498,5988028,530,0.500162112,J,rplJ,Ribosomal_L10
OOFNCCCI_04878,-0.354911862,5988046,5988744,698,0.569182482,J,rplA,Ribosomal_L1
OOFNCCCI_04879,-0.608095702,5988760,5989203,443,0.527152403,J,rplK,"Ribosomal_L11,Ribosomal_L11_N"
OOFNCCCI_04880,-0.33003071,5989267,5989809,542,0.684337424,K,nusG,"KOW,NusG"
OOFNCCCI_04883,-0.393652337,5990157,5991344,1187,0.207271743,J,tuf,"GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D3"
OOFNCCCI_04887,7.967628246,5991707,5991781,74,0.114251058,NA,NA,NA
OOFNCCCI_04888,0.922123584,5991879,5992178,299,0.729017974,J,raiA,Ribosomal_S30AE
OOFNCCCI_04889,0.179338298,5992181,5993077,896,0.725027796,L,xerC,"Phage_int_SAM_1,Phage_integrase"
OOFNCCCI_04890,1.062538254,5993151,5993342,191,0.746934428,J,rpsU,Ribosomal_S21
OOFNCCCI_04891,0.020718523,5993506,5994924,1418,0.966767198,U,NA,PD40
OOFNCCCI_04892,0.647208002,5994921,5996603,1682,0.011906616,S,NA,NA
OOFNCCCI_04893,0.546572103,5996600,5998945,2345,0.01284064,P,NA,"A2M_N,CarboxypepD_reg,Plug"
OOFNCCCI_04894,0.451154032,5999051,6000064,1013,0.226502313,S,NA,"DUF1735,DUF4361"
OOFNCCCI_04895,-0.168254348,6000079,6002070,1991,0.513948928,P,NA,"SusD-like_3,SusD_RagB"
OOFNCCCI_04896,-0.269859253,6002083,6005187,3104,0.346106425,P,NA,"CarbopepD_reg_2,Plug,TonB_dep_Rec"
OOFNCCCI_04897,0.053348519,6005221,6006561,1340,0.875219507,S,NA,"NHL,TIG"
OOFNCCCI_04898,0.012398385,6007336,6008382,1046,0.979453754,E,mtnA,IF-2B
OOFNCCCI_04899,-0.001123959,6008389,6009267,878,0.998255748,NA,NA,NA
OOFNCCCI_04900,-0.081943379,6009307,6010167,860,0.829801072,NA,NA,NA
OOFNCCCI_04901,-0.644469399,6010641,6012428,1787,0.020381812,E,NA,"Creatinase_N,Creatinase_N_2,Peptidase_M24,Peptidase_M24_C"
OOFNCCCI_04902,-0.114231408,6012449,6012973,524,0.942609862,S,dapH,Hexapep
OOFNCCCI_04903,-0.403293157,6012974,6014146,1172,0.235479874,V,nylB,Beta-lactamase
OOFNCCCI_04904,-0.752541429,6014168,6015283,1115,0.002746343,Q,NA,CBM9_1
OOFNCCCI_04905,-1.047580371,6015751,6016401,650,2.28E-05,S,NA,HAD_2
OOFNCCCI_04906,-0.478541873,6016490,6017053,563,0.268586512,T,NA,cNMP_binding
OOFNCCCI_04907,-0.549604805,6017166,6018320,1154,0.093349032,I,NA,Acyl_transf_3
OOFNCCCI_04908,0.440549871,6018406,6018993,587,0.34856755,NA,NA,NA
OOFNCCCI_04909,-4.602633089,6018996,6019274,278,NA,S,NA,DUF2089
OOFNCCCI_04910,-0.432511542,6019277,6020245,968,0.181688034,S,NA,Hydrolase_4
OOFNCCCI_04911,-0.466581376,6020471,6021871,1400,0.027420784,M,pepC,Peptidase_C1_2
OOFNCCCI_04912,-0.612945037,6022062,6022424,362,0.051663816,S,NA,PDDEXK_2
OOFNCCCI_04913,-0.090033099,6022608,6024932,2324,0.722404056,G,NA,Glyco_hydro_92
OOFNCCCI_04914,2.026677615,6025022,6025330,308,0.56199772,S,NA,AbiEii
OOFNCCCI_04915,-3.921764401,6025342,6025668,326,0.534557264,NA,NA,NA
OOFNCCCI_04916,0.599309306,6025623,6025949,326,0.067672405,NA,NA,NA
OOFNCCCI_04917,-0.523465136,6027039,6030179,3140,0.055533766,P,NA,"CarbopepD_reg_2,Plug,TonB_dep_Rec"
OOFNCCCI_04918,-0.585283169,6030209,6032101,1892,0.002523252,K,NA,"SusD-like_3,SusD_RagB"
OOFNCCCI_04919,-1.232471984,6032288,6033526,1238,0.000116591,M,waaA,Glycos_transf_N
OOFNCCCI_04920,-0.805887385,6033530,6035047,1517,0.000873638,J,gltX,tRNA-synt_1c
OOFNCCCI_04921,-0.318207623,6035112,6037172,2060,0.271852132,S,NA,"7TM-7TMR_HD,7TMR-HDED,HD"
OOFNCCCI_04922,0.293852354,6037147,6037638,491,0.897115413,T,ptpA,LMWPc
OOFNCCCI_04923,-0.462841065,6037672,6040188,2516,0.022794611,L,priA,"DEAD,Helicase_C,ResIII"
OOFNCCCI_04924,-0.539706019,6040204,6040803,599,0.095563276,M,NA,"OMP_b-brl,OMP_b-brl_2"
OOFNCCCI_04925,0.38685517,6041311,6042357,1046,0.188901033,S,NA,"CN_hydrolase,DUF3326,NAD_synthase"
OOFNCCCI_04926,-0.62305458,6042369,6043568,1199,0.03595999,S,NA,"DUF4962,Hepar_II_III"
OOFNCCCI_04927,0.263010297,6043617,6044468,851,0.363144112,NA,NA,NA
OOFNCCCI_04928,0.072912876,6044762,6044992,230,0.913897,S,ndh,"DoxD,DoxX,Pyr_redox_2"
OOFNCCCI_04929,0.448719728,6045015,6046553,1538,0.053082305,S,NA,"GFO_IDH_MocA,GFO_IDH_MocA_C"
OOFNCCCI_04930,-0.164751443,6046706,6048451,1745,0.546861138,S,NA,"SusD-like_3,SusD_RagB"
OOFNCCCI_04931,-0.35649384,6048464,6051982,3518,0.117637243,P,NA,"CarbopepD_reg_2,Plug,STN,TonB_dep_Rec"
OOFNCCCI_04932,0.028636714,6052115,6053203,1088,0.952079418,PT,NA,"DUF4974,FecR"
OOFNCCCI_04933,-0.318282249,6053299,6053892,593,0.437472286,K,NA,"Sigma70_r2,Sigma70_r4,Sigma70_r4_2"
OOFNCCCI_04934,-0.732903386,6054051,6054872,821,0.012413969,G,murQ,SIS
OOFNCCCI_04935,-0.223113182,6054943,6056223,1280,0.572649731,Q,NA,"AXE1,Glyco_hydro_26"
OOFNCCCI_04936,-0.278619861,6056286,6057128,842,0.574594873,G,NA,BcrAD_BadFG
OOFNCCCI_04937,-0.318188462,6057148,6058446,1298,0.208763019,EGP,NA,"BT1,MFS_1"
OOFNCCCI_04938,-0.770029837,6058443,6059423,980,0.111915388,F,NA,DUF4922
OOFNCCCI_04939,-0.425310614,6059425,6060897,1472,0.089118367,M,NA,"DUF4922,Glycos_transf_2,SpoIID"
OOFNCCCI_04940,0.651820704,6060939,6062165,1226,0.0064682,O,NA,NA
OOFNCCCI_04941,-0.89863848,6062254,6064404,2150,0.000349592,I,mutB,"B12-binding,MM_CoA_mutase"
OOFNCCCI_04942,-1.047173,6064417,6066279,1862,3.79E-06,I,mutA,MM_CoA_mutase
OOFNCCCI_04943,-1.033749362,6066554,6066627,73,0.001842469,NA,NA,NA
OOFNCCCI_04944,0.305119165,6066844,6067221,377,0.249447778,S,NA,RRM_1
OOFNCCCI_04945,0.037356242,6067603,6067818,215,0.962824797,S,NA,DUF2582
OOFNCCCI_04946,-0.620311663,6067876,6069075,1199,0.050420406,S,NA,Phosphodiest
OOFNCCCI_04947,-0.253365011,6069158,6072343,3185,0.282214891,P,NA,"CarboxypepD_reg,Plug,TonB_dep_Rec"
OOFNCCCI_04949,-0.320643772,6072626,6074458,1832,0.302575379,L,NA,"Herpes_Helicase,PIF1,TPR_16,TPR_2,TPR_8"
OOFNCCCI_04950,-0.186696213,6074593,6075543,950,0.678849301,O,NA,Band_7
OOFNCCCI_04951,-4.692128043,6075572,6075763,191,NA,S,NA,"Arc,RHH_5"
OOFNCCCI_04952,-0.403791592,6075807,6076829,1022,0.178804005,S,NA,SPOR
OOFNCCCI_04953,-1.092658001,6076912,6077862,950,0.000284556,H,cobD,CobD_Cbib
OOFNCCCI_04954,-0.576590544,6077879,6078472,593,0.650616462,J,NA,S4
OOFNCCCI_04955,-0.230314084,6078477,6078995,518,0.862017649,H,cobU,CobU
OOFNCCCI_04956,-0.283264839,6079011,6080048,1037,0.530046873,F,cobT,DBI_PRT
OOFNCCCI_04957,-1.321414981,6080081,6080833,752,0.001553944,H,cobS,CobS
OOFNCCCI_04958,-0.040834473,6080844,6081377,533,0.962824797,G,cobC,His_Phos_1
OOFNCCCI_04959,-6.843535589,6081481,6081583,102,0.172790293,NA,NA,NA
OOFNCCCI_04963,-1.371044717,6085020,6086540,1520,0.017821085,NA,NA,NA
OOFNCCCI_04964,0.294971278,6087118,6087276,158,0.695705061,NA,NA,NA
OOFNCCCI_04965,0.117638352,6087251,6087883,632,0.890238713,NA,NA,NA
OOFNCCCI_04966,-0.340667018,6088026,6089447,1421,0.449264144,T,NA,"HATPase_c,HisKA"
OOFNCCCI_04967,-1.198511259,6089444,6090127,683,0.012532849,KT,NA,"Response_reg,Trans_reg_C"
OOFNCCCI_04968,-0.88699947,6090133,6090921,788,0.044203607,C,NA,Fer4
OOFNCCCI_04969,-0.90423021,6090927,6091433,506,0.441753046,CO,NA,"AhpC-TSA,Redoxin"
OOFNCCCI_04970,0.070722937,6091439,6092020,581,0.954909782,C,iorB,POR
OOFNCCCI_04971,-1.104981229,6092017,6093615,1598,3.50E-05,C,iorA,"POR_N,TPP_enzyme_C"
OOFNCCCI_04972,-0.922686334,6093699,6094742,1043,0.007597778,S,mltG,YceG
OOFNCCCI_04973,0.791089815,6094889,6094976,87,0.47227129,NA,NA,NA
OOFNCCCI_04974,-1.49505697,6095227,6095535,308,0.46168308,NA,NA,NA
OOFNCCCI_04975,0.009853555,6095612,6095869,257,0.997871583,NA,NA,NA
OOFNCCCI_04976,-0.30812819,6095966,6096709,743,0.422638848,S,NA,NA
OOFNCCCI_04977,-0.275845317,6096759,6097682,923,0.528152074,K,NA,HTH_18
OOFNCCCI_04979,-1.040558132,6097909,6099309,1400,0.000172956,C,fumC,"FumaraseC_C,Lyase_1"
OOFNCCCI_04980,-0.46891401,6099366,6100685,1319,0.028499442,V,NA,MatE
OOFNCCCI_04981,-0.158296825,6101064,6101432,368,0.769470209,S,NA,Glyoxalase
OOFNCCCI_04982,-0.698322769,6101522,6102343,821,0.047848074,K,NA,"HTH_18,HTH_AraC"
OOFNCCCI_04983,-1.03337775,6102569,6103510,941,0.002945116,K,NA,"GyrI-like,HTH_18"
OOFNCCCI_04984,-0.944654789,6103533,6103904,371,0.827876564,S,NA,DUF4907
OOFNCCCI_04985,-0.635010234,6103879,6104880,1001,0.006206052,S,nanM,"Kelch_1,Kelch_3,Kelch_4,Kelch_6"
OOFNCCCI_04986,-0.821489335,6105145,6106467,1322,2.27E-05,S,NA,DUF4270
OOFNCCCI_04987,-0.678488489,6106454,6107656,1202,0.108770311,I,NA,NA
OOFNCCCI_04988,-0.900113226,6107668,6108714,1046,0.000274375,S,yhiM,DUF2776
OOFNCCCI_04989,0.24494793,6108817,6109254,437,0.756695074,K,NA,LytTR
OOFNCCCI_04990,-1.02869775,6109405,6110163,758,0.003534375,KT,NA,"LytTR,Response_reg"
OOFNCCCI_04991,-1.532783032,6110184,6111368,1184,2.89E-05,T,NA,"His_kinase,Rho_RNA_bind"
OOFNCCCI_04992,-1.003702262,6111556,6111903,347,0.036888021,J,rplS,Ribosomal_L19
OOFNCCCI_04993,-0.647731825,6112039,6112614,575,0.341282481,G,nagA,"Beta-lactamase,Glyco_hydro_3,Glyco_hydro_3_C"
OOFNCCCI_04994,-1.362154485,6112572,6113813,1241,5.84E-06,G,nagA,"Beta-lactamase,Glyco_hydro_3,Glyco_hydro_3_C"
OOFNCCCI_04995,-1.122898382,6113918,6115111,1193,0.007809419,G,nagA,"Beta-lactamase,Glyco_hydro_3,Glyco_hydro_3_C"
OOFNCCCI_04996,-0.696367838,6115164,6116192,1028,0.044882683,E,NA,Aminotran_1_2
OOFNCCCI_04997,-0.47867776,6116615,6117901,1286,0.012463215,G,eno,"Enolase_C,Enolase_N"
OOFNCCCI_04998,-0.191098867,6118137,6118535,398,0.845401757,NA,NA,NA
OOFNCCCI_04999,-0.261578821,6118664,6119473,809,0.552354828,U,exbB,MotA_ExbB
OOFNCCCI_05000,-0.799327075,6119479,6120087,608,0.268112469,U,exbD1,ExbD
OOFNCCCI_05001,-1.99167943,6120100,6120774,674,2.52E-05,U,exbD2,ExbD
OOFNCCCI_05002,0.134314166,6120803,6121627,824,0.871907483,M,tonB2,TonB_C
OOFNCCCI_05004,-0.782114533,6121826,6122764,938,0.156173683,P,NA,PBP_like_2
OOFNCCCI_05005,-0.533470107,6122786,6124366,1580,0.02517599,S,NA,"TPR_16,TPR_19,TPR_2,TPR_8"
OOFNCCCI_05006,-0.811419457,6124454,6124951,497,0.288658138,J,rplQ,Ribosomal_L17
OOFNCCCI_05007,-0.667105019,6124960,6125952,992,0.063753174,K,rpoA,"RNA_pol_A_CTD,RNA_pol_A_bac,RNA_pol_L"
OOFNCCCI_05008,-0.522624551,6125965,6126570,605,0.32041353,J,rpsD,"Ribosomal_S4,S4"
OOFNCCCI_05009,-0.449747797,6126694,6127083,389,0.666423099,J,rpsK,Ribosomal_S11
OOFNCCCI_05010,-0.577982338,6127095,6127475,380,0.884345391,J,rpsM,Ribosomal_S13
OOFNCCCI_05013,-0.242931133,6127868,6128653,785,0.792463928,E,map,Peptidase_M24
OOFNCCCI_05014,0.126596323,6128658,6129998,1340,0.788982902,U,secY,SecY
OOFNCCCI_05015,-0.487231209,6130002,6130448,446,0.735844118,J,rplO,Ribosomal_L27A
OOFNCCCI_05017,-0.279573877,6130671,6131189,518,0.737927213,J,rpsE,"Ribosomal_S5,Ribosomal_S5_C"
OOFNCCCI_05018,-0.897641484,6131195,6131539,344,0.799960084,J,rplR,Ribosomal_L18p
OOFNCCCI_05019,0.057830397,6131561,6132112,551,0.966329112,J,rplF,Ribosomal_L6
OOFNCCCI_05020,-1.618051038,6132129,6132524,395,0.301662441,J,rpsH,Ribosomal_S8
OOFNCCCI_05021,0.458250972,6132579,6132848,269,NA,J,rpsN,Ribosomal_S14
OOFNCCCI_05022,-0.339283897,6132852,6133409,557,0.862017649,J,rplE,"Ribosomal_L5,Ribosomal_L5_C"
OOFNCCCI_05023,-5.200929204,6133409,6133729,320,0.374174871,J,rplX,"KOW,ribosomal_L24"
OOFNCCCI_05024,0.244799972,6133748,6134113,365,0.930153291,J,rplN,Ribosomal_L14
OOFNCCCI_05025,6.16029689,6134115,6134372,257,0.248206322,J,rpsQ,Ribosomal_S17
OOFNCCCI_05027,-0.004482596,6134585,6135019,434,0.998255748,J,rplP,Ribosomal_L16
OOFNCCCI_05028,-1.802799647,6135039,6135776,737,0.144903938,J,rpsC,"KH_2,Ribosomal_S3_C"
OOFNCCCI_05029,-0.635629776,6135783,6136193,410,0.673498422,J,rplV,Ribosomal_L22
OOFNCCCI_05030,-5.969986554,6136247,6136516,269,0.263663039,J,rpsS,Ribosomal_S19
OOFNCCCI_05031,-0.550418582,6136537,6137361,824,0.156173683,J,rplB,"Ribosomal_L2,Ribosomal_L2_C"
OOFNCCCI_05032,-6.747924773,6137370,6137663,293,0.070350073,J,rplW,Ribosomal_L23
OOFNCCCI_05033,0.409257423,6137675,6138304,629,0.618579922,J,rplD,Ribosomal_L4
OOFNCCCI_05034,-1.663368863,6138304,6138921,617,0.010206261,J,rplC,Ribosomal_L3
OOFNCCCI_05035,2.523743947,6138943,6139248,305,0.685441391,J,rpsJ,Ribosomal_S10
OOFNCCCI_05036,-0.331400323,6139270,6141399,2129,0.288125303,J,fusA,"EFG_C,EFG_II,EFG_IV,GTP_EFTU,GTP_EFTU_D2"
OOFNCCCI_05037,-1.828537219,6141429,6141905,476,0.004825662,J,rpsG,Ribosomal_S7
OOFNCCCI_05038,-0.253840127,6142060,6142461,401,0.271852132,J,rpsL,Ribosom_S12_S23
OOFNCCCI_05039,-0.067867981,6142918,6144276,1358,0.867926161,S,NA,"DUF3874,VirE,VirE_N"
OOFNCCCI_05040,-0.28447097,6144573,6145184,611,0.474220603,L,NA,Bac_DNA_binding
OOFNCCCI_05041,-1.149497996,6145271,6147376,2105,3.58E-05,G,NA,NA
OOFNCCCI_05042,-0.240902031,6147394,6149016,1622,0.524634592,F,NA,"SusD-like_3,SusD_RagB"
OOFNCCCI_05043,-0.161497739,6149029,6152307,3278,0.580885625,P,NA,"CarbopepD_reg_2,Plug,TonB_dep_Rec"
OOFNCCCI_05044,-0.222714945,6152493,6153500,1007,0.565446232,PT,NA,"DUF4974,FecR"
OOFNCCCI_05045,-0.220707365,6153584,6154120,536,0.757794677,K,NA,"Sigma70_r2,Sigma70_r4_2"
OOFNCCCI_05046,-0.795167795,6154162,6156060,1898,0.001221328,L,mutL,"DNA_mis_repair,HATPase_c_3,MutL_C"
OOFNCCCI_05047,-4.438459422,6156057,6156362,305,0.466060174,S,NA,NA
OOFNCCCI_05048,-0.329314016,6156388,6158010,1622,0.262901181,S,NA,OstA_2
OOFNCCCI_05049,-1.380008926,6158007,6159371,1364,2.84E-05,M,surA,"Rotamase,SurA_N_3"
OOFNCCCI_05050,-0.900516203,6159393,6160247,854,0.112069886,O,NA,Rotamase_2
OOFNCCCI_05051,-0.668708922,6160261,6161850,1589,0.014544556,M,NA,"Rotamase,Rotamase_2,Rotamase_3"
OOFNCCCI_05052,-0.361891681,6161960,6163435,1475,0.242769949,F,guaB,"CBS,IMPDH"
OOFNCCCI_05053,-0.766771929,6163574,6165757,2183,0.000976786,L,recQ,"DEAD,HRDC,Helicase_C,RQC,RecQ_Zn_bind"
OOFNCCCI_05054,-0.449078659,6165786,6167015,1229,0.292033525,O,clpX,"AAA_2,ClpB_D2-small,zf-C4_ClpX"
OOFNCCCI_05055,-0.754298674,6167078,6167746,668,0.018938689,O,clpP,CLP_protease
OOFNCCCI_05056,-0.326105116,6167937,6169289,1352,0.29674595,O,tig,"Trigger_C,Trigger_N"
OOFNCCCI_05057,-0.758368577,6169615,6169860,245,0.012463215,S,NA,RRM_1
OOFNCCCI_05058,-1.269954026,6169943,6170833,890,0.006648834,S,NA,Abi
OOFNCCCI_05059,-0.0458053,6170846,6171598,752,0.930153291,S,lptB,"ABC_tran,BCA_ABC_TP_C"
OOFNCCCI_05060,-0.475372731,6171727,6173235,1508,0.080336634,N,NA,"BACON,Big_2,LRR_5"
OOFNCCCI_05061,-0.516966171,6173462,6173905,443,0.521347131,NA,NA,NA
OOFNCCCI_05062,-0.859569991,6173902,6174387,485,0.785916209,S,NA,Peptidase_M15_3
OOFNCCCI_05064,0.18582328,6174590,6175033,443,0.796023948,L,NA,"Bac_DNA_binding,HU-DNA_bdg"
OOFNCCCI_05065,-0.345752667,6175245,6175697,452,0.405217104,NA,NA,NA
OOFNCCCI_05066,-0.076061271,6175791,6176732,941,0.902870306,V,NA,HlyD_3
OOFNCCCI_05067,0.874046346,6176748,6178637,1889,0.003554878,M,NA,"Glyco_transf_4,Glycos_transf_1"
OOFNCCCI_05068,0.081383053,6178649,6180844,2195,0.840951401,V,NA,"ABC_membrane,ABC_tran,Peptidase_C39"
OOFNCCCI_05069,0.713943938,6180851,6182065,1214,0.002014342,M,NA,"Glyco_trans_1_4,Glyco_transf_4,Glycos_transf_1"
OOFNCCCI_05070,1.253354386,6182062,6182748,686,0.012374387,KT,NA,"LANC_like,LytTR,Response_reg"
OOFNCCCI_05071,0.60786863,6182757,6183983,1226,0.035919632,S,NA,Fer4_12
OOFNCCCI_05072,0.945080738,6183988,6185238,1250,0.002590615,C,NA,"Fer4_12,Radical_SAM"
OOFNCCCI_05073,1.517316604,6185264,6186577,1313,8.97E-13,S,NA,DUF5128
OOFNCCCI_05074,0.939697448,6186739,6186975,236,0.002362554,NA,NA,NA
OOFNCCCI_05075,1.169874874,6187223,6187471,248,0.019132939,C,NA,"Fer4_12,Radical_SAM"
OOFNCCCI_05076,0.850663541,6187497,6188816,1319,0.008161413,S,NA,DUF5128
OOFNCCCI_05077,0.433814914,6188944,6189180,236,0.725027796,NA,NA,NA
OOFNCCCI_05078,-0.767854271,6189344,6189694,350,0.340140364,K,NA,"LytTR,Response_reg"
OOFNCCCI_05079,0.599434075,6189718,6191760,2042,0.01100476,M,NA,Glyco_transf_7C
OOFNCCCI_05080,-0.176243933,6191890,6192246,356,0.826523988,S,NA,DUF3244
OOFNCCCI_05081,0.610518419,6192366,6194078,1712,0.094674674,S,NA,"TPR_12,TPR_8"
OOFNCCCI_05082,-0.188671063,6194164,6196050,1886,0.487436398,M,NA,"Glyco_tran_10_N,Glyco_transf_10,Glycos_transf_2"
OOFNCCCI_05083,-0.286735596,6196271,6196864,593,0.422638848,L,NA,Bac_DNA_binding
OOFNCCCI_05084,-0.095942567,6197307,6198461,1154,0.730675182,S,NA,ATPase_2
OOFNCCCI_05085,0.084596959,6198634,6199944,1310,0.81046797,S,NA,"ATPase_2,DUF234"
OOFNCCCI_05086,-0.622973476,6199957,6202026,2069,0.016712801,P,ybaL_1,"Na_H_Exchanger,Usp"
OOFNCCCI_05087,-0.266407853,6202130,6202855,725,0.659648352,Q,mlaE,MlaE
OOFNCCCI_05088,-1.545601803,6202859,6203632,773,0.006215036,Q,metN,ABC_tran
OOFNCCCI_05089,-0.449553576,6203724,6206636,2912,0.122850928,S,NA,"Peptidase_M16,Peptidase_M16_C"
OOFNCCCI_05090,-0.165655793,6207141,6208076,935,0.66717977,P,NA,"CarbopepD_reg_2,Plug,STN,TonB_dep_Rec"
OOFNCCCI_05091,-0.349157361,6208169,6210280,2111,0.091806872,P,NA,"CarbopepD_reg_2,Plug,STN,TonB_dep_Rec"
OOFNCCCI_05092,-0.424248315,6210294,6212144,1850,0.060801933,P,NA,"SusD-like_3,SusD_RagB"
OOFNCCCI_05093,-0.563103076,6212444,6213730,1286,0.003511429,H,metK,"S-AdoMet_synt_C,S-AdoMet_synt_M,S-AdoMet_synt_N"
